Product ID,avg_torque,avg_speed,max_tool_wear,cluster
M17361,42.7,1476.0,225,0
M17366,34.7,1503.0,6,2
M17371,41.1,1526.0,20,2
M17378,49.6,1425.0,35,2
M17382,38.2,1543.0,44,2
M17384,45.5,1446.0,49,2
M17385,35.1,1598.0,52,2
M17389,33.7,1571.0,61,2
M17391,38.7,1510.0,66,2
M17405,36.3,1541.0,104,2
M17408,37.5,1440.0,111,0
M17416,47.9,1449.0,131,0
M17417,50.0,1440.0,134,0
M17418,23.9,1881.0,137,1
M17420,62.0,1326.0,142,0
M17426,41.6,1420.0,155,0
M17431,40.9,1497.0,169,0
M17432,44.7,1352.0,172,0
M17445,35.4,1620.0,199,0
M17455,41.1,1486.0,13,2
M17459,39.6,1447.0,22,2
M17463,46.3,1334.0,31,2
M17464,45.6,1385.0,34,2
M17473,38.3,1571.0,59,2
M17478,48.6,1461.0,70,2
M17481,41.5,1506.0,77,2
M17482,30.3,1642.0,80,1
M17483,62.1,1283.0,83,2
M17487,53.2,1346.0,95,2
M17492,28.6,1652.0,112,1
M17499,47.8,1412.0,130,0
M17500,56.2,1372.0,133,0
M17503,48.1,1401.0,143,0
M17506,43.2,1453.0,153,0
M17509,38.2,1582.0,160,0
M17515,27.0,1751.0,173,1
M17517,40.8,1425.0,178,0
M17521,42.8,1509.0,190,0
M17522,38.1,1483.0,193,0
M17524,42.2,1487.0,198,0
M17527,35.2,1663.0,208,0
M17528,31.1,1640.0,211,0
M17531,41.9,1399.0,221,0
M17542,44.4,1364.0,20,2
M17553,36.1,1622.0,43,2
M17554,38.0,1625.0,46,2
M17563,58.2,1372.0,65,2
M17564,34.4,1608.0,68,1
M17566,37.1,1560.0,73,2
M17567,36.1,1539.0,76,2
M17573,30.8,1651.0,92,1
M17574,55.2,1366.0,95,2
M17575,28.6,1701.0,98,1
M17577,45.3,1422.0,103,2
M17581,32.4,1553.0,112,1
M17584,42.7,1470.0,119,0
M17586,42.9,1423.0,124,0
M17591,32.9,1597.0,135,1
M17596,36.4,1576.0,149,0
M17597,41.2,1508.0,152,0
M17598,44.4,1496.0,155,0
M17605,38.5,1603.0,170,0
M17609,28.9,1685.0,179,1
M17612,24.7,1851.0,189,1
M17618,45.3,1412.0,205,0
M17624,52.8,1389.0,0,2
M17625,54.8,1399.0,3,2
M17626,26.0,1889.0,6,1
M17629,38.1,1477.0,13,2
M17640,35.8,1556.0,36,2
M17642,41.8,1491.0,41,2
M17643,35.1,1528.0,44,2
M17646,28.3,1630.0,51,1
M17647,38.4,1524.0,54,2
M17655,49.4,1405.0,77,2
M17657,53.7,1398.0,82,2
M17660,45.7,1500.0,89,2
M17661,28.8,1642.0,92,1
M17662,46.6,1509.0,95,2
M17667,41.9,1452.0,106,2
M17672,40.7,1413.0,117,0
M17675,31.6,1569.0,124,1
M17681,42.5,1419.0,137,0
M17683,62.2,1320.0,142,0
M17684,42.4,1448.0,145,0
M17686,33.1,1612.0,150,1
M17688,23.9,1875.0,155,1
M17690,41.6,1411.0,160,0
M17691,47.9,1490.0,163,0
M17692,40.3,1467.0,166,0
M17696,44.3,1458.0,175,0
M17699,42.1,1362.0,182,0
M17708,57.9,1391.0,204,0
M17712,50.1,1347.0,213,0
M17713,39.1,1539.0,216,0
M17717,37.2,1528.0,228,0
M17730,39.7,1519.0,16,2
M17731,37.2,1536.0,19,2
M17735,23.8,1877.0,31,1
M17736,30.5,1578.0,34,2
M17737,32.1,1655.0,37,1
M17739,63.2,1367.0,45,2
M17741,37.0,1588.0,50,2
M17745,49.9,1320.0,59,2
M17747,27.6,1691.0,67,1
M17748,50.0,1365.0,70,2
M17749,38.2,1523.0,73,2
M17753,35.2,1568.0,82,2
M17755,48.1,1473.0,87,2
M17756,31.3,1633.0,90,1
M17757,40.2,1530.0,93,2
M17758,40.2,1550.0,96,2
M17762,35.2,1541.0,105,2
M17763,26.7,1733.0,108,1
M17767,35.7,1581.0,117,0
M17771,44.0,1352.0,126,0
M17778,34.0,1492.0,144,0
M17783,51.3,1397.0,155,0
M17785,51.1,1388.0,160,0
M17787,49.8,1421.0,165,0
M17788,54.9,1258.0,168,0
M17789,39.0,1482.0,171,0
M17793,27.9,1751.0,183,1
M17794,42.3,1546.0,186,0
M17795,28.2,1680.0,189,1
M17796,48.8,1394.0,192,0
M17801,19.8,1996.0,203,1
M17806,30.5,1622.0,14,1
M17809,48.7,1470.0,21,2
M17810,46.4,1445.0,24,2
M17815,43.8,1439.0,41,2
M17816,38.7,1404.0,44,2
M17818,44.5,1481.0,49,2
M17819,35.0,1589.0,52,2
M17823,43.0,1439.0,61,2
M17825,24.9,1838.0,66,1
M17828,45.2,1312.0,73,2
M17830,39.4,1452.0,78,2
M17831,43.9,1393.0,81,2
M17832,44.2,1432.0,84,2
M17833,46.0,1510.0,87,2
M17834,37.2,1521.0,90,2
M17836,25.5,1881.0,98,1
M17847,28.9,1659.0,127,1
M17848,42.5,1532.0,130,0
M17851,50.9,1341.0,137,0
M17852,29.4,1685.0,140,1
M17853,55.9,1370.0,143,0
M17856,37.8,1508.0,150,0
M17862,38.9,1555.0,166,0
M17863,42.4,1449.0,169,0
M17864,53.2,1466.0,172,0
M17868,38.0,1547.0,181,0
M17869,39.8,1466.0,184,0
M17871,51.5,1434.0,189,0
M17878,35.9,1566.0,204,0
M17886,21.9,1888.0,221,1
M17890,34.0,1563.0,6,2
M17891,43.3,1389.0,9,2
M17892,42.9,1447.0,12,2
M17893,22.8,1934.0,15,1
M17895,42.6,1428.0,23,2
M17899,31.4,1665.0,32,1
M17902,43.9,1459.0,39,2
M17906,40.0,1501.0,48,2
M17919,45.8,1368.0,81,2
M17924,30.4,1731.0,92,1
M17925,27.7,1687.0,95,1
M17926,44.3,1457.0,98,2
M17935,46.1,1385.0,120,0
M17938,56.2,1349.0,127,0
M17940,43.2,1539.0,132,0
M17941,21.8,1932.0,135,1
M17942,43.9,1407.0,138,0
M17947,45.2,1474.0,152,0
M17948,30.8,1624.0,155,1
M17952,16.3,2293.0,170,1
M17955,36.5,1574.0,177,0
M17957,49.8,1353.0,182,0
M17958,51.2,1389.0,185,0
M17959,43.8,1513.0,188,0
M17964,29.8,1678.0,202,1
M17967,39.4,1456.0,209,0
M17972,56.7,1355.0,7,2
M17973,56.8,1345.0,10,2
M17974,30.5,1683.0,13,1
M17977,43.9,1469.0,20,2
M17978,46.9,1458.0,23,2
M17988,42.8,1462.0,50,2
M18004,36.3,1478.0,95,2
M18005,43.5,1415.0,98,2
M18006,26.5,1780.0,101,1
M18007,42.8,1440.0,104,2
M18012,42.3,1473.0,121,0
M18013,49.3,1483.0,124,0
M18017,42.2,1488.0,133,0
M18020,51.2,1367.0,143,0
M18026,37.7,1539.0,156,0
M18028,30.3,1614.0,161,1
M18029,35.5,1675.0,164,1
M18030,32.3,1685.0,167,1
M18032,41.3,1488.0,172,0
M18037,33.4,1564.0,183,0
M18038,53.6,1329.0,186,0
M18040,48.8,1433.0,191,0
M18042,50.3,1443.0,196,0
M18046,48.8,1456.0,205,0
M18047,27.8,1752.0,208,1
M18048,51.0,1438.0,211,0
M18051,33.7,1732.0,218,1
M18052,39.8,1418.0,221,0
M18055,32.4,1635.0,4,2
M18058,45.7,1463.0,11,2
M18060,44.4,1454.0,19,2
M18063,38.0,1533.0,26,2
M18065,38.4,1548.0,31,2
M18066,33.0,1612.0,34,2
M18067,31.2,1642.0,37,1
M18068,42.2,1406.0,40,2
M18070,47.6,1364.0,45,2
M18075,16.3,2179.0,59,1
M18079,38.4,1503.0,68,2
M18080,36.5,1525.0,71,2
M18082,44.7,1435.0,76,2
M18084,33.8,1557.0,84,2
M18087,34.9,1589.0,91,1
M18096,62.4,1342.0,113,0
M18097,26.8,1758.0,116,1
M18098,25.6,1724.0,119,1
M18104,48.0,1397.0,135,0
M18105,32.7,1588.0,138,1
M18107,31.1,1594.0,143,1
M18108,39.3,1511.0,146,0
M18114,58.4,1288.0,162,0
M18119,31.6,1625.0,173,1
M18120,17.8,2068.0,176,1
M18128,37.8,1525.0,199,0
M18129,32.4,1696.0,202,1
M18131,32.1,1689.0,207,1
M18132,30.8,1593.0,210,0
M18133,36.0,1565.0,213,0
M18140,50.8,1456.0,15,2
M18141,45.6,1445.0,18,2
M18147,32.6,1558.0,34,2
M18149,56.6,1295.0,39,2
M18151,45.5,1479.0,44,2
M18153,54.5,1357.0,49,2
M18156,43.2,1379.0,56,2
M18165,48.3,1577.0,78,2
M18167,39.9,1563.0,83,2
M18175,43.0,1492.0,100,2
M18176,60.6,1217.0,103,2
M18187,14.2,2432.0,126,1
M18192,31.6,1671.0,137,1
M18193,49.5,1343.0,140,0
M18194,34.2,1548.0,143,0
M18198,40.9,1510.0,152,0
M18200,44.1,1452.0,157,0
M18203,36.4,1628.0,167,0
M18208,40.7,1532.0,178,0
M18225,30.3,1630.0,2,1
M18226,32.3,1692.0,5,1
M18235,46.9,1459.0,27,2
M18236,47.5,1385.0,30,2
M18239,37.7,1459.0,40,2
M18247,65.3,1290.0,63,2
M18248,48.0,1435.0,66,2
M18249,53.2,1416.0,69,2
M18256,35.0,1459.0,87,2
M18261,34.3,1617.0,101,1
M18265,32.5,1635.0,110,1
M18268,41.6,1382.0,117,0
M18269,30.0,1697.0,120,1
M18281,29.8,1612.0,148,1
M18285,33.5,1623.0,157,1
M18292,20.7,2012.0,178,1
M18293,23.6,1924.0,181,1
M18294,44.1,1412.0,184,0
M18302,52.5,1495.0,201,0
M18305,36.1,1599.0,208,0
M18317,12.0,2639.0,21,1
M18325,45.7,1383.0,44,2
M18329,47.9,1429.0,53,2
M18333,33.4,1691.0,62,1
M18334,35.3,1557.0,65,2
M18339,31.0,1619.0,76,1
M18347,38.8,1508.0,96,2
M18350,28.4,1763.0,103,1
M18353,35.4,1638.0,116,1
M18355,47.4,1384.0,121,0
M18362,44.6,1346.0,142,0
M18364,41.3,1524.0,147,0
M18367,34.4,1502.0,157,0
M18372,49.5,1393.0,168,0
M18373,52.5,1417.0,171,0
M18375,40.0,1605.0,179,0
M18379,32.5,1569.0,188,0
M18384,48.2,1365.0,199,0
M18387,38.9,1573.0,209,0
M18390,43.7,1441.0,0,2
M18391,33.2,1641.0,3,2
M18394,26.0,1769.0,10,1
M18397,21.5,1980.0,20,1
M18404,37.0,1483.0,35,2
M18406,51.9,1317.0,40,2
M18407,48.1,1467.0,43,2
M18409,60.4,1299.0,48,2
M18410,41.5,1432.0,51,2
M18412,52.3,1358.0,56,2
M18413,37.8,1618.0,59,2
M18417,43.3,1309.0,68,2
M18419,29.9,1659.0,73,1
M18423,35.8,1465.0,82,2
M18424,42.2,1492.0,85,2
M18425,52.0,1420.0,88,2
M18429,35.9,1552.0,97,2
M18431,27.7,1691.0,105,1
M18437,39.0,1455.0,118,0
M18438,35.9,1625.0,121,1
M18441,40.2,1459.0,128,0
M18448,44.5,1505.0,146,0
M18451,41.4,1458.0,153,0
M18453,44.9,1377.0,161,0
M18454,45.7,1452.0,164,0
M18457,33.0,1724.0,171,1
M18462,45.2,1417.0,185,0
M18468,21.6,1954.0,198,1
M18469,32.5,1644.0,201,0
M18470,32.4,1594.0,204,0
M18475,31.6,1647.0,6,1
M18476,42.2,1413.0,9,2
M18483,36.4,1530.0,27,2
M18484,35.9,1587.0,30,2
M18485,43.4,1467.0,33,2
M18486,53.0,1360.0,36,2
M18491,36.2,1419.0,47,2
M18493,40.6,1521.0,52,2
M18495,35.1,1616.0,57,2
M18497,31.6,1626.0,62,1
M18498,44.8,1445.0,65,2
M18506,25.7,1863.0,85,1
M18508,47.0,1443.0,90,2
M18512,50.8,1341.0,99,2
M18516,53.6,1383.0,108,2
M18518,44.5,1449.0,113,0
M18519,25.0,1734.0,116,1
M18521,36.6,1639.0,121,1
M18522,37.6,1517.0,124,0
M18523,41.7,1442.0,127,0
M18524,30.8,1685.0,130,1
M18525,50.6,1358.0,133,0
M18526,39.9,1608.0,136,0
M18531,39.6,1486.0,147,0
M18535,23.1,1866.0,159,1
M18536,38.0,1562.0,162,0
M18537,53.6,1368.0,165,0
M18541,45.1,1453.0,174,0
M18543,39.1,1558.0,179,0
M18545,51.6,1380.0,184,0
M18547,30.7,1625.0,189,1
M18554,45.0,1511.0,204,0
M18563,49.5,1418.0,17,2
M18564,49.5,1400.0,20,2
M18565,27.7,1725.0,23,1
M18567,38.4,1497.0,28,2
M18574,23.9,1855.0,43,1
M18575,45.2,1475.0,46,2
M18580,41.2,1508.0,60,2
M18581,43.6,1544.0,63,2
M18584,47.7,1507.0,70,2
M18586,36.7,1505.0,78,2
M18589,61.5,1312.0,85,2
M18590,47.7,1405.0,88,2
M18591,43.0,1377.0,91,2
M18592,49.8,1347.0,94,2
M18594,24.0,1873.0,99,1
M18595,58.6,1434.0,102,2
M18598,43.8,1454.0,112,0
M18599,29.6,1663.0,115,1
M18617,33.7,1516.0,158,0
M18618,47.4,1476.0,161,0
M18621,37.1,1490.0,168,0
M18622,37.7,1526.0,171,0
M18625,51.8,1443.0,178,0
M18629,47.0,1436.0,187,0
M18631,49.7,1384.0,192,0
M18633,22.4,1887.0,197,1
M18634,45.7,1480.0,200,0
M18637,30.1,1721.0,210,1
M18638,54.4,1366.0,0,2
M18654,48.3,1356.0,36,2
M18655,41.3,1409.0,39,2
M18656,37.5,1504.0,42,2
M18660,23.1,1916.0,51,1
M18661,27.6,1771.0,54,1
M18662,44.2,1488.0,57,2
M18665,36.5,1580.0,64,2
M18666,44.0,1360.0,67,2
M18667,35.5,1546.0,70,2
M18668,24.5,1762.0,73,1
M18670,38.1,1562.0,78,2
M18671,30.3,1608.0,81,1
M18674,59.1,1326.0,88,2
M18677,52.0,1421.0,95,2
M18682,44.2,1464.0,106,2
M18683,36.1,1581.0,109,1
M18687,41.6,1469.0,124,0
M18688,27.8,1762.0,127,1
M18691,29.7,1742.0,137,1
M18692,43.5,1465.0,140,0
M18693,36.6,1541.0,143,0
M18694,57.1,1295.0,146,0
M18695,43.1,1435.0,149,0
M18699,33.5,1578.0,158,0
M18707,45.7,1450.0,175,0
M18710,41.3,1421.0,182,0
M18716,58.6,1330.0,201,0
M18721,41.1,1481.0,215,0
M18724,31.7,1629.0,225,0
M18727,9.7,2709.0,2,1
M18728,29.9,1759.0,5,1
M18731,30.0,1728.0,12,1
M18739,51.7,1430.0,32,2
M18743,40.1,1534.0,41,2
M18752,53.3,1338.0,63,2
M18754,42.7,1432.0,68,2
M18755,40.0,1546.0,71,2
M18756,33.2,1627.0,74,1
M18757,32.8,1640.0,77,1
M18758,36.8,1423.0,80,2
M18759,28.7,1711.0,83,1
M18760,51.6,1450.0,86,2
M18765,34.9,1561.0,106,1
M18767,23.9,1842.0,111,1
M18771,50.8,1339.0,123,0
M18773,29.6,1675.0,128,1
M18778,52.7,1358.0,139,0
M18782,29.5,1757.0,151,1
M18783,31.2,1718.0,154,1
M18784,35.0,1636.0,157,1
M18789,38.8,1501.0,171,0
M18790,19.2,2041.0,174,1
M18791,25.1,1784.0,177,1
M18794,39.0,1518.0,184,0
M18795,68.2,1227.0,187,0
M18802,47.2,1398.0,202,0
M18806,31.0,1658.0,2,1
M18808,37.1,1510.0,10,2
M18811,32.7,1571.0,17,2
M18813,39.5,1484.0,22,2
M18814,23.2,1909.0,25,1
M18816,40.2,1500.0,30,2
M18819,37.4,1538.0,37,2
M18821,32.1,1642.0,42,1
M18824,33.2,1668.0,52,1
M18827,45.6,1479.0,59,2
M18828,41.3,1418.0,62,2
M18830,47.6,1345.0,67,2
M18837,36.6,1510.0,91,2
M18840,47.0,1375.0,98,2
M18841,21.9,1931.0,101,1
M18846,29.8,1577.0,112,1
M18847,43.1,1444.0,115,0
M18856,33.1,1625.0,137,1
M18865,48.8,1406.0,159,0
M18868,41.9,1471.0,166,0
M18870,37.6,1605.0,171,0
M18872,52.8,1360.0,176,0
M18873,34.0,1728.0,179,1
M18878,23.1,1783.0,190,1
M18879,45.3,1558.0,193,0
M18884,60.3,1351.0,207,0
M18886,34.1,1574.0,215,0
M18897,35.2,1609.0,4,2
M18903,46.3,1445.0,17,2
M18904,47.7,1419.0,20,2
M18905,20.9,1881.0,23,1
M18906,46.2,1421.0,26,2
M18912,39.2,1563.0,39,2
M18913,16.1,2305.0,42,1
M18914,43.6,1456.0,45,2
M18918,47.2,1456.0,54,2
M18920,55.5,1352.0,59,2
M18925,37.6,1511.0,70,2
M18926,47.0,1472.0,73,2
M18929,47.9,1405.0,80,2
M18933,46.5,1412.0,89,2
M18936,37.4,1539.0,96,2
M18943,36.4,1567.0,114,0
M18949,40.3,1590.0,130,0
M18951,32.9,1595.0,135,1
M18953,32.1,1573.0,143,1
M18969,47.8,1475.0,179,0
M18971,41.0,1563.0,184,0
M18976,58.4,1381.0,201,0
M18980,46.3,1376.0,210,0
M18981,47.8,1364.0,213,0
M18983,38.9,1517.0,2,2
M18986,34.3,1623.0,9,2
M18989,32.7,1666.0,19,1
M18992,52.5,1409.0,26,2
M18995,26.7,1787.0,33,1
M19005,46.5,1465.0,60,2
M19011,48.0,1373.0,73,2
M19012,44.7,1425.0,76,2
M19013,55.6,1212.0,79,2
M19014,26.3,1828.0,82,1
M19016,25.1,1823.0,87,1
M19019,32.9,1639.0,94,1
M19020,33.1,1608.0,97,1
M19025,40.4,1507.0,111,0
M19027,33.9,1559.0,119,1
M19030,51.5,1355.0,126,0
M19031,23.7,1832.0,129,1
M19033,49.2,1346.0,134,0
M19036,39.7,1544.0,141,0
M19041,40.4,1521.0,152,0
M19046,34.6,1570.0,163,0
M19047,33.0,1601.0,166,0
M19048,31.8,1611.0,169,1
M19052,43.1,1463.0,181,0
M19056,35.6,1563.0,190,0
M19058,44.5,1432.0,195,0
M19059,32.0,1638.0,198,0
M19063,31.9,1558.0,207,0
M19064,43.2,1523.0,210,0
M19066,28.4,1721.0,215,1
M19067,30.4,1710.0,218,1
M19068,32.3,1627.0,0,2
M19069,47.0,1422.0,3,2
M19072,60.5,1392.0,10,2
M19075,17.8,2157.0,17,1
M19078,40.5,1479.0,24,2
M19080,65.9,1260.0,29,2
M19082,38.6,1535.0,34,2
M19089,46.8,1408.0,49,2
M19093,53.4,1302.0,58,2
M19098,34.8,1521.0,72,2
M19103,42.3,1435.0,83,2
M19105,43.0,1520.0,88,2
M19113,48.6,1329.0,111,0
M19115,52.1,1387.0,116,0
M19116,33.9,1591.0,119,1
M19117,39.0,1589.0,122,0
M19118,60.7,1297.0,125,0
M19124,39.7,1542.0,141,0
M19135,36.7,1500.0,164,0
M19136,47.5,1456.0,167,0
M19143,61.0,1334.0,182,0
M19146,47.9,1434.0,189,0
M19147,39.2,1457.0,192,0
M19148,50.6,1391.0,195,0
M19149,23.9,1781.0,198,1
M19152,13.9,2372.0,205,1
M19154,27.3,1743.0,210,1
M19157,34.2,1609.0,217,0
M19158,42.3,1437.0,0,2
M19160,34.6,1644.0,5,2
M19169,39.5,1501.0,27,2
M19171,40.8,1468.0,32,2
M19175,29.8,1651.0,44,1
M19177,44.6,1417.0,49,2
M19179,45.1,1411.0,54,2
M19182,44.0,1431.0,61,2
M19191,31.1,1746.0,83,1
M19192,41.5,1452.0,86,2
M19200,40.9,1533.0,106,2
M19202,68.2,1284.0,111,2
M19205,39.8,1546.0,121,0
M19210,37.5,1568.0,135,0
M19213,62.7,1386.0,142,0
M19219,38.0,1531.0,161,0
M19221,48.2,1379.0,166,0
M19232,41.7,1439.0,201,0
M19233,35.9,1533.0,204,0
M19236,34.6,1551.0,211,0
M19237,49.0,1436.0,214,0
M19238,45.8,1385.0,217,0
M19239,30.1,1732.0,220,1
M19249,45.1,1355.0,6,2
M19250,45.4,1421.0,9,2
M19251,51.6,1368.0,12,2
M19253,34.6,1572.0,17,2
M19258,37.8,1563.0,31,2
M19264,45.9,1485.0,50,2
M19269,54.6,1358.0,61,2
M19273,47.3,1398.0,70,2
M19276,36.1,1532.0,77,2
M19279,10.8,2676.0,84,1
M19282,17.2,2157.0,94,1
M19283,39.0,1563.0,97,2
M19284,31.0,1631.0,100,1
M19287,48.9,1379.0,107,2
M19289,33.4,1731.0,112,1
M19296,35.8,1577.0,136,0
M19299,55.8,1392.0,143,0
M19307,41.8,1488.0,160,0
M19309,54.3,1378.0,165,0
M19312,39.2,1447.0,172,0
M19317,27.3,1710.0,186,1
M19341,35.1,1544.0,25,2
M19344,43.1,1451.0,35,2
M19346,20.2,1965.0,40,1
M19348,37.6,1509.0,45,2
M19352,56.4,1420.0,57,2
M19356,36.0,1605.0,69,2
M19363,30.5,1751.0,90,1
M19366,36.6,1520.0,97,2
M19372,49.5,1411.0,110,2
M19382,21.6,1918.0,131,1
M19384,38.8,1527.0,136,0
M19385,42.2,1463.0,139,0
M19387,45.7,1372.0,144,0
M19389,34.3,1586.0,149,0
M19393,52.5,1375.0,161,0
M19400,35.6,1580.0,176,0
M19402,32.7,1581.0,181,0
M19403,39.9,1542.0,184,0
M19406,43.2,1429.0,191,0
M19407,53.6,1451.0,194,0
M19410,40.2,1507.0,201,0
M19411,33.7,1524.0,204,0
M19412,22.7,1880.0,207,1
M19416,51.2,1349.0,6,2
M19427,44.7,1451.0,32,2
M19428,36.1,1555.0,35,2
M19432,36.5,1556.0,44,2
M19434,40.7,1402.0,52,2
M19435,49.9,1437.0,55,2
M19436,21.8,1926.0,58,1
M19443,37.7,1467.0,73,2
M19447,33.4,1507.0,82,2
M19454,41.4,1387.0,100,2
M19455,43.9,1460.0,103,2
M19457,43.0,1490.0,108,2
M19461,54.3,1372.0,117,0
M19462,41.7,1409.0,120,0
M19468,38.0,1519.0,139,0
M19477,23.3,1831.0,161,1
M19478,53.6,1335.0,164,0
M19482,37.3,1526.0,176,0
M19484,39.8,1428.0,181,0
M19487,38.9,1592.0,188,0
M19488,36.7,1597.0,191,0
M19492,53.7,1330.0,200,0
M19495,35.7,1614.0,207,0
M19497,24.7,1847.0,212,1
M19509,59.1,1395.0,4,2
M19513,35.5,1594.0,13,2
M19514,47.6,1510.0,16,2
M19519,44.5,1489.0,27,2
M19524,46.1,1566.0,41,2
M19525,54.0,1307.0,44,2
M19526,36.6,1569.0,47,2
M19529,47.3,1373.0,60,2
M19541,34.7,1659.0,94,1
M19544,44.8,1421.0,101,2
M19545,30.8,1627.0,104,1
M19546,34.2,1562.0,107,1
M19549,36.4,1560.0,114,0
M19550,43.0,1483.0,117,0
M19552,29.6,1606.0,122,1
M19553,24.7,1817.0,125,1
M19557,34.0,1573.0,134,0
M19563,42.5,1432.0,150,0
M19569,50.0,1446.0,163,0
M19571,44.2,1515.0,168,0
M19577,45.4,1425.0,184,0
M19579,34.9,1690.0,189,1
M19580,44.1,1353.0,192,0
M19582,42.7,1391.0,197,0
M19585,42.6,1515.0,204,0
M19586,18.3,2133.0,207,1
M19587,47.0,1341.0,210,0
M19597,58.2,1336.0,2,2
M19598,19.0,2102.0,5,1
M19610,31.9,1688.0,33,1
M19614,54.8,1384.0,48,2
M19622,11.4,2663.0,71,1
M19624,48.6,1402.0,76,2
M19626,35.7,1645.0,81,1
M19631,36.0,1617.0,95,1
M19632,37.9,1435.0,98,2
M19637,23.6,1818.0,109,1
M19651,48.5,1469.0,147,0
M19660,51.0,1353.0,172,0
M19662,54.2,1318.0,177,0
M19670,39.4,1499.0,197,0
M19671,28.4,1748.0,200,1
M19673,40.6,1536.0,205,0
M19678,20.9,1967.0,2,1
M19680,32.5,1627.0,7,2
M19694,42.2,1510.0,36,2
M19695,50.9,1419.0,39,2
M19701,44.9,1441.0,61,2
M19702,49.4,1489.0,64,2
M19704,50.9,1316.0,69,2
M19705,33.3,1583.0,72,1
M19706,33.5,1548.0,75,2
M19709,42.9,1475.0,85,2
M19716,31.3,1698.0,100,1
M19720,49.5,1504.0,109,2
M19723,22.3,1915.0,116,1
M19725,34.8,1624.0,121,1
M19730,28.5,1631.0,132,1
M19733,38.8,1474.0,139,0
M19736,37.4,1540.0,146,0
M19737,33.7,1546.0,149,0
M19740,41.9,1527.0,159,0
M19741,47.1,1406.0,162,0
M19743,29.3,1684.0,167,1
M19751,26.4,1756.0,190,1
M19753,44.3,1448.0,195,0
M19755,33.4,1597.0,203,0
M19756,32.3,1642.0,206,0
M19761,32.4,1630.0,223,0
M19767,33.7,1607.0,14,2
M19768,48.2,1459.0,17,2
M19770,31.7,1606.0,22,2
M19773,35.2,1593.0,29,2
M19774,41.7,1532.0,32,2
M19777,38.2,1561.0,45,2
M19782,35.7,1615.0,56,2
M19783,23.5,1972.0,59,1
M19787,33.3,1543.0,71,2
M19791,30.0,1693.0,80,1
M19798,30.1,1606.0,98,1
M19801,31.5,1699.0,105,1
M19804,27.5,1765.0,115,1
M19806,31.7,1669.0,120,1
M19808,41.7,1500.0,125,0
M19809,33.4,1555.0,128,0
M19810,20.2,1919.0,131,1
M19812,53.6,1374.0,136,0
M19815,45.1,1366.0,143,0
M19816,15.2,2344.0,146,1
M19817,23.9,1768.0,149,1
M19822,51.2,1456.0,160,0
M19825,49.3,1364.0,167,0
M19828,43.3,1485.0,174,0
M19839,36.3,1612.0,200,0
M19840,31.8,1685.0,203,1
M19841,37.7,1558.0,206,0
M19845,23.5,1789.0,215,1
M19847,54.4,1303.0,2,2
M19851,41.0,1475.0,11,2
M19854,29.4,1642.0,18,1
M19856,43.2,1400.0,23,2
M19857,11.4,2659.0,26,1
M19858,25.2,1825.0,29,1
M19859,41.3,1532.0,32,2
M19861,17.6,2174.0,37,1
M19865,52.7,1444.0,46,2
M19866,47.3,1366.0,49,2
M19871,33.8,1634.0,63,1
M19872,27.8,1815.0,66,1
M19873,35.2,1594.0,69,2
M19878,36.6,1620.0,80,2
M19879,39.5,1466.0,83,2
M19883,34.5,1575.0,92,1
M19885,42.8,1473.0,97,2
M19888,29.3,1630.0,104,1
M19889,39.8,1624.0,107,2
M19890,48.3,1437.0,110,2
M19891,45.0,1514.0,113,0
M19892,31.4,1694.0,116,1
M19894,41.1,1514.0,121,0
M19895,40.6,1500.0,124,0
M19897,41.1,1586.0,129,0
M19905,46.9,1510.0,152,0
M19906,42.4,1410.0,155,0
M19907,29.3,1680.0,158,1
M19916,53.5,1430.0,189,0
M19927,50.5,1396.0,11,2
M19928,39.0,1540.0,14,2
M19929,48.7,1380.0,17,2
M19930,31.1,1608.0,20,2
M19933,46.8,1454.0,30,2
M19938,43.8,1482.0,41,2
M19939,54.8,1411.0,44,2
M19941,39.0,1494.0,49,2
M19945,56.0,1377.0,61,2
M19947,28.2,1685.0,66,1
M19949,47.2,1483.0,71,2
M19950,40.7,1570.0,74,2
M19952,40.6,1608.0,79,2
M19953,52.8,1415.0,82,2
M19954,45.8,1470.0,85,2
M19955,39.9,1428.0,88,2
M19960,47.2,1437.0,102,2
M19961,42.4,1518.0,105,2
M19962,33.6,1587.0,108,1
M19969,45.8,1389.0,123,0
M19970,26.2,1732.0,126,1
M19972,43.7,1441.0,131,0
M19974,44.9,1481.0,136,0
M19975,18.4,2113.0,139,1
M19978,33.4,1512.0,146,0
M19980,43.7,1424.0,151,0
M19983,41.3,1532.0,161,0
M19984,37.3,1557.0,164,0
M19985,48.1,1416.0,167,0
M19987,15.1,2245.0,172,1
M19989,28.3,1725.0,177,1
M19998,40.3,1489.0,196,0
M19999,38.9,1510.0,199,0
M20000,32.1,1585.0,202,0
M20003,42.0,1525.0,2,2
M20021,18.9,2028.0,45,1
M20023,23.5,1713.0,50,1
M20024,32.1,1624.0,53,1
M20030,38.4,1480.0,72,2
M20031,54.5,1329.0,75,2
M20033,28.1,1739.0,80,1
M20034,47.8,1390.0,83,2
M20036,27.1,1844.0,88,1
M20039,42.8,1450.0,101,2
M20043,22.5,1901.0,110,1
M20049,46.9,1427.0,123,0
M20054,34.4,1668.0,137,1
M20061,47.3,1396.0,158,0
